period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.256,0.256,0.256,0.27,1,-0.0519
+1q,0.486,0.486,0.486,0.51,1,-0.0471
0y,2.29304,2.12829,2.4,2.34,13,-0.0201
+1y,2.38712,2.27,2.4905,2.29304,12,0.040999997
