period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,-0.03734,-0.22669,0.22,-0.04,5,0.0665
+1q,1.51746,1.25,1.6373,1.58,5,-0.0396
0y,4.69151,4.65,4.74,5.05,10,-0.071
+1y,5.65046,5.53,5.8,4.69151,10,0.2044
