period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2962012360,2917000000,3068596000,11,2610000000,0.1349
+1q,3079622110,3029000000,3192534000,9,2706000000,0.1381
0y,12338667030,12229000000,12487685000,12,11167000000,0.104899995
+1y,13081238860,12773396100,13422771430,12,12338667030,0.0602
