Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-09 00:00:00-04:00,498.3450012207031,520.3599853515625,494.0,517.22998046875,5332500,0.0,0.0
2026-03-10 00:00:00-04:00,512.6500244140625,517.0,473.0,477.3900146484375,6688500,0.0,0.0
2026-03-11 00:00:00-04:00,482.9599914550781,483.989990234375,456.95001220703125,461.45001220703125,5712900,0.0,0.0
2026-03-12 00:00:00-04:00,462.4800109863281,468.5,448.6000061035156,449.3299865722656,5004700,0.0,0.0
2026-03-13 00:00:00-04:00,450.79998779296875,465.0,446.6600036621094,458.6700134277344,3791400,0.0,0.0
2026-03-16 00:00:00-04:00,460.8399963378906,465.989990234375,446.8800048828125,453.29998779296875,3998200,0.0,0.0
2026-03-17 00:00:00-04:00,450.32000732421875,469.0899963378906,447.7250061035156,459.0899963378906,4331500,0.0,0.0
2026-03-18 00:00:00-04:00,453.6099853515625,471.72100830078125,442.20001220703125,442.57000732421875,3514900,0.0,0.0
2026-03-19 00:00:00-04:00,428.32501220703125,441.1700134277344,416.0,439.9200134277344,4760100,0.0,0.0
2026-03-20 00:00:00-04:00,432.4949951171875,443.20001220703125,422.010009765625,442.3900146484375,4770400,0.0,0.0
2026-03-23 00:00:00-04:00,445.92999267578125,473.0,445.7699890136719,458.95001220703125,4583500,0.0,0.0
2026-03-24 00:00:00-04:00,455.6000061035156,458.1000061035156,427.70001220703125,435.9100036621094,4037000,0.0,0.0
2026-03-25 00:00:00-04:00,442.44000244140625,444.8800048828125,429.3800048828125,436.69000244140625,2943500,0.0,0.0
2026-03-26 00:00:00-04:00,412.3450012207031,413.3399963378906,388.6000061035156,391.2099914550781,6293100,0.0,0.0
2026-03-27 00:00:00-04:00,392.6000061035156,398.9949951171875,380.3800048828125,381.20001220703125,4126700,0.0,0.0
2026-03-30 00:00:00-04:00,380.7099914550781,386.5,366.6400146484375,372.0799865722656,5035600,0.0,0.0
2026-03-31 00:00:00-04:00,379.5,399.3800048828125,373.0,398.0,4661300,0.0,0.0
2026-04-01 00:00:00-04:00,402.0050048828125,403.989990234375,385.01300048828125,387.8399963378906,3189400,0.0,0.0
2026-04-02 00:00:00-04:00,376.739990234375,393.9100036621094,366.75,386.3699951171875,3204100,0.0,0.0
2026-04-06 00:00:00-04:00,391.010009765625,414.2900085449219,391.010009765625,412.67999267578125,4253200,0.0,0.0
2026-04-07 00:00:00-04:00,407.9800109863281,415.6000061035156,398.3500061035156,410.6300048828125,1175818,0.0,0.0
