period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.46157,3.15,3.76,1.67,16,1.0728
+1q,3.68765,3.35,4.05,2.39,16,0.5429
0y,15.78924,14.32,17.62,9.75,21,0.61939996
+1y,20.60076,15.72,23.74657,15.78924,22,0.3047
