,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,309516000.0,599710000.0,828133000.0,441235000.0
Repurchase Of Capital Stock,-346286000.0,-306300000.0,-306359000.0,-471229000.0
Repayment Of Debt,-1747782000.0,-1610803000.0,-1894980000.0,-2007313000.0
Issuance Of Debt,1996900000.0,1526673000.0,1568616000.0,2195618000.0
Capital Expenditure,-56334000.0,-59476000.0,-60096000.0,-43619000.0
Interest Paid Supplemental Data,47670000.0,51046000.0,58131000.0,
Income Tax Paid Supplemental Data,180473000.0,42990000.0,153157000.0,
End Cash Position,104963000.0,77862000.0,66540000.0,45591000.0
Beginning Cash Position,77862000.0,66540000.0,45591000.0,24321000.0
Effect Of Exchange Rate Changes,2422000.0,-5145000.0,2449000.0,-1056000.0
Changes In Cash,24679000.0,16467000.0,18500000.0,22326000.0
Financing Cash Flow,-273379000.0,-576550000.0,-798132000.0,-411658000.0
Cash Flow From Continuing Financing Activities,-273379000.0,-576550000.0,-798132000.0,-411658000.0
Net Other Financing Charges,-997000.0,-19677000.0,-8403000.0,12956000.0
Proceeds From Stock Option Exercised,9702000.0,13190000.0,10455000.0,8934000.0
Cash Dividends Paid,-184916000.0,-179633000.0,-167461000.0,-150624000.0
Common Stock Dividend Paid,-184916000.0,-179633000.0,-167461000.0,-150624000.0
Net Common Stock Issuance,-346286000.0,-306300000.0,-306359000.0,-471229000.0
Common Stock Payments,-346286000.0,-306300000.0,-306359000.0,-471229000.0
Net Issuance Payments Of Debt,249118000.0,-84130000.0,-326364000.0,188305000.0
Net Short Term Debt Issuance,1056000.0,-1230000.0,660000.0,250770000.0
Short Term Debt Payments,-16644000.0,-10103000.0,-19338000.0,-27675000.0
Short Term Debt Issuance,17700000.0,8873000.0,19998000.0,278445000.0
Net Long Term Debt Issuance,248062000.0,-82900000.0,-327024000.0,-62465000.0
Long Term Debt Payments,-1731138000.0,-1600700000.0,-1875642000.0,-1979638000.0
Long Term Debt Issuance,1979200000.0,1517800000.0,1548618000.0,1917173000.0
Investing Cash Flow,-67792000.0,-66169000.0,-71597000.0,-50870000.0
Cash Flow From Continuing Investing Activities,-67792000.0,-66169000.0,-71597000.0,-50870000.0
Net Investment Purchase And Sale,-627000.0,-2001000.0,32000.0,2013000.0
Net Business Purchase And Sale,-10831000.0,-4692000.0,-11533000.0,-9264000.0
Purchase Of Business,-10831000.0,-4692000.0,-11533000.0,-9264000.0
Net PPE Purchase And Sale,-56334000.0,-59476000.0,-60096000.0,-43619000.0
Purchase Of PPE,-56334000.0,-59476000.0,-60096000.0,-43619000.0
Operating Cash Flow,365850000.0,659186000.0,888229000.0,484854000.0
Cash Flow From Continuing Operating Activities,365850000.0,659186000.0,888229000.0,484854000.0
Change In Working Capital,-127386000.0,146346000.0,291349000.0,-342375000.0
Change In Payables And Accrued Expense,-44456000.0,-24123000.0,-7839000.0,-45678000.0
Change In Accrued Expense,-163814000.0,-38552000.0,-103967000.0,-53275000.0
Change In Payable,119358000.0,14429000.0,96128000.0,7597000.0
Change In Account Payable,119358000.0,14429000.0,96128000.0,7597000.0
Change In Prepaid Assets,91799000.0,75122000.0,57840000.0,-52815000.0
Change In Inventory,-147405000.0,66201000.0,231240000.0,-263567000.0
Change In Receivables,-27324000.0,29146000.0,10108000.0,19685000.0
Other Non Cash Items,-271000.0,-245000.0,200000.0,472000.0
Stock Based Compensation,22733000.0,19248000.0,19582000.0,14879000.0
Provisionand Write Offof Assets,-3345000.0,-74000.0,4127000.0,9449000.0
Asset Impairment Charge,285000.0,0.0,550000.0,605000.0
Deferred Tax,17030000.0,15739000.0,10359000.0,15169000.0
Deferred Income Tax,17030000.0,15739000.0,10359000.0,15169000.0
Depreciation Amortization Depletion,51605000.0,45481000.0,40140000.0,39025000.0
Depreciation And Amortization,51605000.0,45481000.0,40140000.0,39025000.0
Amortization Cash Flow,8927000.0,8697000.0,8555000.0,8644000.0
Amortization Of Intangibles,8927000.0,8697000.0,8555000.0,8644000.0
Depreciation,42678000.0,36784000.0,31585000.0,30381000.0
Operating Gains Losses,-1205000.0,-1634000.0,-1307000.0,-832000.0
Earnings Losses From Equity Investments,-102000.0,-207000.0,-177000.0,-353000.0
Net Foreign Currency Exchange Gain Loss,-492000.0,218000.0,-813000.0,48000.0
Gain Loss On Sale Of PPE,-611000.0,-1645000.0,-317000.0,-527000.0
Net Income From Continuing Operations,406404000.0,434325000.0,523229000.0,748462000.0
