,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,36577686.0,37691942.0,38354829.0,39069419.0
Share Issued,36577686.0,37691942.0,38354829.0,39069419.0
Net Debt,1094490000.0,872494000.0,986780000.0,1341212000.0
Total Debt,1535031000.0,1271923000.0,1364484000.0,1660825000.0
Tangible Book Value,194002000.0,283823000.0,314427000.0,237751000.0
Invested Capital,2384682000.0,2223821000.0,2366107000.0,2621997000.0
Working Capital,1089579000.0,884928000.0,1044594000.0,1343277000.0
Net Tangible Assets,194002000.0,283823000.0,314427000.0,237751000.0
Capital Lease Obligations,335578000.0,321567000.0,311164000.0,274022000.0
Common Stock Equity,1185229000.0,1273465000.0,1312787000.0,1235194000.0
Total Capitalization,2371653000.0,2174348000.0,2327904000.0,2596955000.0
Total Equity Gross Minority Interest,1185229000.0,1273465000.0,1312787000.0,1235194000.0
Stockholders Equity,1185229000.0,1273465000.0,1312787000.0,1235194000.0
Gains Losses Not Affecting Retained Earnings,-6520000.0,-13664000.0,6582000.0,5895000.0
Other Equity Adjustments,-6520000.0,-13664000.0,6582000.0,5895000.0
Retained Earnings,520662000.0,648476000.0,699990000.0,653484000.0
Additional Paid In Capital,671050000.0,638615000.0,606177000.0,575776000.0
Capital Stock,37000.0,38000.0,38000.0,39000.0
Common Stock,37000.0,38000.0,38000.0,39000.0
Total Liabilities Net Minority Interest,2440897000.0,2094719000.0,2115281000.0,2330243000.0
Total Non Current Liabilities Net Minority Interest,1560612000.0,1250533000.0,1344515000.0,1654529000.0
Other Non Current Liabilities,48313000.0,44959000.0,40028000.0,35471000.0
Non Current Deferred Liabilities,95633000.0,81408000.0,67421000.0,58759000.0
Non Current Deferred Taxes Liabilities,95633000.0,81408000.0,67421000.0,58759000.0
Long Term Debt And Capital Lease Obligation,1416666000.0,1124166000.0,1237066000.0,1560299000.0
Long Term Capital Lease Obligation,230242000.0,223283000.0,221949000.0,198538000.0
Long Term Debt,1186424000.0,900883000.0,1015117000.0,1361761000.0
Current Liabilities,880285000.0,844186000.0,770766000.0,675714000.0
Other Current Liabilities,51347000.0,46078000.0,59743000.0,59115000.0
Current Debt And Capital Lease Obligation,118365000.0,147757000.0,127418000.0,100526000.0
Current Capital Lease Obligation,105336000.0,98284000.0,89215000.0,75484000.0
Current Debt,13029000.0,49473000.0,38203000.0,25042000.0
Other Current Borrowings,13029000.0,49473000.0,38203000.0,25042000.0
Pensionand Other Post Retirement Benefit Plans Current,15598000.0,18312000.0,30346000.0,70609000.0
Payables And Accrued Expenses,694975000.0,632039000.0,553259000.0,445464000.0
Current Accrued Expenses,18727000.0,18956000.0,23378000.0,22318000.0
Payables,676248000.0,613083000.0,529881000.0,423146000.0
Total Tax Payable,23629000.0,87848000.0,21209000.0,16479000.0
Accounts Payable,652619000.0,525235000.0,508672000.0,406667000.0
Total Assets,3626126000.0,3368184000.0,3428068000.0,3565437000.0
Total Non Current Assets,1656262000.0,1639070000.0,1612708000.0,1546446000.0
Other Non Current Assets,68996000.0,81812000.0,83426000.0,84438000.0
Investments And Advances,1576000.0,1439000.0,1305000.0,1248000.0
Long Term Equity Investment,1576000.0,1439000.0,1305000.0,1248000.0
Goodwill And Other Intangible Assets,991227000.0,989642000.0,998360000.0,997443000.0
Other Intangible Assets,283882000.0,290732000.0,298282000.0,305450000.0
Goodwill,707345000.0,698910000.0,700078000.0,691993000.0
Net PPE,594463000.0,566177000.0,529617000.0,463317000.0
Accumulated Depreciation,-282702000.0,-255154000.0,-233136000.0,-211513000.0
Gross PPE,877165000.0,821331000.0,762753000.0,674830000.0
Leases,100583000.0,90337000.0,81114000.0,70945000.0
Construction In Progress,6481000.0,15012000.0,14653000.0,10869000.0
Other Properties,327398000.0,314853000.0,305688000.0,269608000.0
Machinery Furniture Equipment,359822000.0,317911000.0,281040000.0,247632000.0
Buildings And Improvements,58970000.0,58744000.0,56181000.0,55911000.0
Land And Improvements,23911000.0,24474000.0,24077000.0,19865000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1969864000.0,1729114000.0,1815360000.0,2018991000.0
Other Current Assets,8912000.0,4187000.0,9269000.0,6498000.0
Prepaid Assets,53514000.0,42904000.0,31175000.0,24394000.0
Inventory,1454672000.0,1289300000.0,1365466000.0,1591060000.0
Receivables,347803000.0,314861000.0,342910000.0,351448000.0
Receivables Adjustments Allowances,-8004000.0,-8593000.0,-11718000.0,-9522000.0
Other Receivables,311764000.0,291982000.0,293662000.0,328177000.0
Accounts Receivable,44043000.0,31472000.0,60966000.0,32793000.0
Cash Cash Equivalents And Short Term Investments,104963000.0,77862000.0,66540000.0,45591000.0
Cash And Cash Equivalents,104963000.0,77862000.0,66540000.0,45591000.0
