period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2158368180,2125800000,2174170540,10,1935000000,0.1154
+1q,2234385440,2219600000,2250232800,10,2037000000,0.09689999
0y,9070322600,9023436460,9130525780,11,8247000000,0.0998
+1y,9849106220,9733291320,9942365000,11,9070322600,0.0859
