,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,455257489.0,439861281.0,425546570.0,421413565.0,
Share Issued,455257489.0,439861281.0,425546570.0,421413565.0,
Net Debt,14396283000.0,12909725000.0,13656510000.0,12674543000.0,
Total Debt,14606176000.0,13100490000.0,14058925000.0,13621530000.0,
Tangible Book Value,1573599000.0,789150000.0,-297852000.0,-530068000.0,
Invested Capital,16816064000.0,14525929000.0,14359732000.0,13690121000.0,
Working Capital,-4314036000.0,-4770761000.0,-4725553000.0,-3181982000.0,
Net Tangible Assets,1573599000.0,789150000.0,-297852000.0,-530068000.0,
Common Stock Equity,2209888000.0,1425439000.0,300807000.0,68591000.0,
Total Capitalization,15940165000.0,13202160000.0,12614954000.0,12698993000.0,
Total Equity Gross Minority Interest,2209888000.0,1425439000.0,300807000.0,68591000.0,
Stockholders Equity,2209888000.0,1425439000.0,300807000.0,68591000.0,
Gains Losses Not Affecting Retained Earnings,-451365000.0,-507039000.0,-508438000.0,-477079000.0,
Other Equity Adjustments,-451365000.0,-507039000.0,-508438000.0,-477079000.0,
Retained Earnings,-5566634000.0,-5989880000.0,-6900137000.0,-7066315000.0,
Additional Paid In Capital,8227432000.0,7921918000.0,7708957000.0,7611564000.0,
Capital Stock,455000.0,440000.0,425000.0,421000.0,
Common Stock,455000.0,440000.0,425000.0,421000.0,
Total Liabilities Net Minority Interest,20331513000.0,18544372000.0,19192183000.0,18489103000.0,
Total Non Current Liabilities Net Minority Interest,14878936000.0,12763507000.0,13153482000.0,13434252000.0,
Other Non Current Liabilities,1148659000.0,986786000.0,839335000.0,803850000.0,
Long Term Debt And Capital Lease Obligation,13730277000.0,11776721000.0,12314147000.0,12630402000.0,
Long Term Debt,13730277000.0,11776721000.0,12314147000.0,12630402000.0,
Current Liabilities,5452577000.0,5780865000.0,6038701000.0,5054851000.0,
Current Deferred Liabilities,3200593000.0,3105964000.0,3060666000.0,2516521000.0,
Current Deferred Revenue,3200593000.0,3105964000.0,3060666000.0,2516521000.0,
Current Debt And Capital Lease Obligation,875899000.0,1323769000.0,1744778000.0,991128000.0,
Current Debt,875899000.0,1323769000.0,1744778000.0,991128000.0,
Payables And Accrued Expenses,1376085000.0,1351132000.0,1233257000.0,1547202000.0,
Current Accrued Expenses,1206430000.0,1180026000.0,1058919000.0,1318460000.0,
Payables,169655000.0,171106000.0,174338000.0,228742000.0,
Accounts Payable,169655000.0,171106000.0,174338000.0,228742000.0,
Total Assets,22541401000.0,19969811000.0,19492990000.0,18557694000.0,
Total Non Current Assets,21402860000.0,18959707000.0,18179842000.0,16684825000.0,
Other Non Current Assets,1697764000.0,1512768000.0,1147891000.0,1569800000.0,
Goodwill And Other Intangible Assets,636289000.0,636289000.0,598659000.0,598659000.0,
Other Intangible Assets,500525000.0,500525000.0,500525000.0,500525000.0,
Goodwill,135764000.0,135764000.0,98134000.0,98134000.0,
Net PPE,19068807000.0,16810650000.0,16433292000.0,14516366000.0,
Accumulated Depreciation,-8277249000.0,-7358406000.0,-6534095000.0,-5764551000.0,
Gross PPE,27346056000.0,24169056000.0,22967387000.0,20280917000.0,
Construction In Progress,1321431000.0,1143711000.0,548182000.0,871813000.0,
Other Properties,1489694000.0,1261404000.0,999471000.0,880056000.0,
Machinery Furniture Equipment,24476561000.0,21705571000.0,21361364000.0,18470678000.0,
Land And Improvements,58370000.0,58370000.0,58370000.0,58370000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,1138541000.0,1010104000.0,1313148000.0,1872869000.0,
Other Current Assets,498808000.0,448209000.0,472816000.0,450893000.0,
Prepaid Assets,,,,,269243000.0
Inventory,138181000.0,149718000.0,157646000.0,148717000.0,
Receivables,291659000.0,221412000.0,280271000.0,326272000.0,
Accounts Receivable,291659000.0,221412000.0,280271000.0,326272000.0,
Allowance For Doubtful Accounts Receivable,-12500000.0,-15100000.0,-13200000.0,-14000000.0,
Gross Accounts Receivable,304159000.0,236512000.0,293471000.0,340272000.0,
Cash Cash Equivalents And Short Term Investments,209893000.0,190765000.0,402415000.0,946987000.0,
Other Short Term Investments,,,,0.0,240000000.0
Cash And Cash Equivalents,209893000.0,190765000.0,402415000.0,946987000.0,
