,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.012771,0.21,0.21,0.002984,
Normalized EBITDA,2544335000.0,2493642000.0,1773943000.0,-665138000.0,
Total Unusual Items,,,,0.0,-1400000.0
Total Unusual Items Excluding Goodwill,,,,0.0,-1400000.0
Net Income From Continuing Operation Net Minority Interest,423246000.0,910257000.0,166178000.0,-2269909000.0,
Reconciled Depreciation,1162108000.0,973512000.0,883236000.0,810053000.0,
Reconciled Cost Of Revenue,5555810000.0,5605426000.0,5393919000.0,4206359000.0,
EBITDA,2544335000.0,2493642000.0,1773943000.0,-665138000.0,
EBIT,1382227000.0,1520130000.0,890707000.0,-1475191000.0,
Net Interest Income,-953506000.0,-747223000.0,-727531000.0,-801512000.0,
Interest Expense,953506000.0,747223000.0,727531000.0,801512000.0,
Normalized Income,423246000.0,910257000.0,166178000.0,-2269909000.0,
Net Income From Continuing And Discontinued Operation,423246000.0,910257000.0,166178000.0,-2269909000.0,
Total Expenses,8266724000.0,8013745000.0,7619013000.0,6395517000.0,
Total Operating Income As Reported,1560868000.0,1465906000.0,930911000.0,-1551757000.0,
Diluted Average Shares,477742311.0,515030548.0,427400849.0,419773195.0,
Basic Average Shares,448542442.0,435278605.0,424424962.0,419773195.0,
Diluted EPS,0.92,1.89,0.39,-5.41,
Basic EPS,0.94,2.09,0.39,-5.41,
Diluted NI Availto Com Stockholders,423246000.0,910257000.0,166178000.0,-2269909000.0,
Net Income Common Stockholders,423246000.0,910257000.0,166178000.0,-2269909000.0,
Net Income,423246000.0,910257000.0,166178000.0,-2269909000.0,
Net Income Including Noncontrolling Interests,423246000.0,910257000.0,166178000.0,-2269909000.0,
Net Income Continuous Operations,423246000.0,910257000.0,166178000.0,-2269909000.0,
Tax Provision,5475000.0,-137350000.0,-3002000.0,-6794000.0,
Pretax Income,428721000.0,772907000.0,163176000.0,-2276703000.0,
Other Income Expense,-178641000.0,54224000.0,-40204000.0,76566000.0,
Other Non Operating Income Expenses,-178641000.0,54224000.0,-40204000.0,76566000.0,
Special Income Charges,,,,0.0,-1400000.0
Other Special Charges,,,,,1400000.0
Impairment Of Capital Assets,,,,0.0,0.0
Net Non Operating Interest Income Expense,-953506000.0,-747223000.0,-727531000.0,-801512000.0,
Total Other Finance Cost,,,,,54400000.0
Interest Expense Non Operating,953506000.0,747223000.0,727531000.0,801512000.0,
Operating Income,1560868000.0,1465906000.0,930911000.0,-1551757000.0,
Operating Expense,2627561000.0,2325049000.0,2150426000.0,2128431000.0,
Depreciation Amortization Depletion Income Statement,1078755000.0,890242000.0,808568000.0,749326000.0,
Depreciation And Amortization In Income Statement,1078755000.0,890242000.0,808568000.0,749326000.0,
Selling General And Administration,1548806000.0,1434807000.0,1341858000.0,1379105000.0,
Gross Profit,4188429000.0,3790955000.0,3081337000.0,576674000.0,
Cost Of Revenue,5639163000.0,5688696000.0,5468587000.0,4267086000.0,
Total Revenue,9827592000.0,9479651000.0,8549924000.0,4843760000.0,
Operating Revenue,9827592000.0,9479651000.0,8549924000.0,4843760000.0,
