,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-119580600.0,-147042000.0,-167412000.0,-10648800.0
Tax Rate For Calcs,0.041,0.21,0.21,0.261
Normalized EBITDA,2521200000.0,3520200000.0,4313700000.0,6474000000.0
Total Unusual Items,-2916600000.0,-700200000.0,-797200000.0,-40800000.0
Total Unusual Items Excluding Goodwill,-2916600000.0,-700200000.0,-797200000.0,-40800000.0
Net Income From Continuing Operation Net Minority Interest,-3514900000.0,-634200000.0,54700000.0,2078600000.0
Reconciled Depreciation,2798300000.0,2893200000.0,2740500000.0,3027600000.0
Reconciled Cost Of Revenue,9286400000.0,9115700000.0,8988300000.0,9765700000.0
EBITDA,-395400000.0,2820000000.0,3516500000.0,6433200000.0
EBIT,-3193700000.0,-73200000.0,776000000.0,3405600000.0
Net Interest Income,-471300000.0,-550000000.0,-573100000.0,-592400000.0
Interest Expense,471300000.0,550000000.0,573100000.0,592400000.0
Normalized Income,-717880600.0,-81042000.0,684488000.0,2108751200.0
Net Income From Continuing And Discontinued Operation,-3514900000.0,-634200000.0,54700000.0,2078600000.0
Total Expenses,14046400000.0,14029000000.0,13863500000.0,14607000000.0
Total Operating Income As Reported,-2663100000.0,10100000.0,766200000.0,1614900000.0
Diluted Average Shares,1170700000.0,1193300000.0,1206900000.0,1217400000.0
Basic Average Shares,1170700000.0,1193300000.0,1200300000.0,1212100000.0
Diluted EPS,-3.0,-0.53,0.05,1.71
Basic EPS,-3.0,-0.53,0.05,1.71
Diluted NI Availto Com Stockholders,-3514900000.0,-634200000.0,54700000.0,2078600000.0
Net Income Common Stockholders,-3514900000.0,-634200000.0,54700000.0,2078600000.0
Net Income,-3514900000.0,-634200000.0,54700000.0,2078600000.0
Net Income Including Noncontrolling Interests,-3514900000.0,-634200000.0,54700000.0,2078600000.0
Net Income Continuous Operations,-3514900000.0,-634200000.0,54700000.0,2078600000.0
Tax Provision,-150100000.0,11000000.0,148200000.0,734600000.0
Pretax Income,-3665000000.0,-623200000.0,202900000.0,2813200000.0
Other Income Expense,-3447200000.0,-783500000.0,-787400000.0,1749900000.0
Other Non Operating Income Expenses,-530600000.0,-83300000.0,9800000.0,1790700000.0
Special Income Charges,-2916600000.0,-700200000.0,-797200000.0,-40800000.0
Other Special Charges,131200000.0,324400000.0,217100000.0,40800000.0
Impairment Of Capital Assets,2936800000.0,321000000.0,580100000.0,
Restructuring And Mergern Acquisition,-151400000.0,54800000.0,80400000.0,11100000.0
Net Non Operating Interest Income Expense,-471300000.0,-550000000.0,-573100000.0,-592400000.0
Interest Expense Non Operating,471300000.0,550000000.0,573100000.0,592400000.0
Operating Income,253500000.0,710300000.0,1563400000.0,1655700000.0
Operating Expense,4760000000.0,4913300000.0,4875200000.0,4841300000.0
Research And Development,965900000.0,808700000.0,805200000.0,662200000.0
Selling General And Administration,3794100000.0,4104600000.0,4070000000.0,4179100000.0
Gross Profit,5013500000.0,5623600000.0,6438600000.0,6497000000.0
Cost Of Revenue,9286400000.0,9115700000.0,8988300000.0,9765700000.0
Total Revenue,14299900000.0,14739300000.0,15426900000.0,16262700000.0
Operating Revenue,23732900000.0,24905200000.0,25693100000.0,27662100000.0
