period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4823342710,3821000000,5347512000,5,4561500000,0.0574
+1q,4976985340,3869000000,5551844720,5,4260100000,0.1683
0y,21127546330,16065000000,23350000000,7,17028300000,0.24069999
+1y,23517371000,18156000000,26093060710,7,21127546330,0.11310001
