period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.58128,2.57,2.59256,1.8882,2,0.3671
+1q,2.25379,2.13758,2.37,2.021,2,0.115200005
0y,10.22452,9.57807,10.5,8.995,4,0.1367
+1y,11.08968,9.74871,11.85,10.22452,4,0.0846
