,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-397518000.0,86078000.0,-104172231.344645,-221817486.617385,
Tax Rate For Calcs,0.209,0.193,0.217479,0.220495,
Normalized EBITDA,11119000000.0,8892000000.0,7522000000.0,5927000000.0,
Total Unusual Items,-1902000000.0,446000000.0,-479000000.0,-1006000000.0,
Total Unusual Items Excluding Goodwill,-1902000000.0,446000000.0,-479000000.0,-1006000000.0,
Net Income From Continuing Operation Net Minority Interest,5404000000.0,5882000000.0,4289000000.0,3058000000.0,
Reconciled Depreciation,768000000.0,751000000.0,665000000.0,607000000.0,
EBITDA,9217000000.0,9338000000.0,7043000000.0,4921000000.0,
EBIT,8449000000.0,8587000000.0,6378000000.0,4314000000.0,
Net Interest Income,-696000000.0,-181000000.0,123000000.0,-172000000.0,
Interest Expense,1617000000.0,1295000000.0,897000000.0,391000000.0,
Interest Income,921000000.0,1114000000.0,1020000000.0,219000000.0,
Normalized Income,6908482000.0,5522078000.0,4663827768.655355,3842182513.382615,
Net Income From Continuing And Discontinued Operation,5404000000.0,5882000000.0,4289000000.0,3058000000.0,
Total Expenses,17635000000.0,16184000000.0,15530000000.0,11988000000.0,
Total Operating Income As Reported,8825000000.0,7555000000.0,5835000000.0,5102000000.0,
Diluted Average Shares,32639000.0,851600000.0,913250000.0,1001300000.0,
Basic Average Shares,32452000.0,840550000.0,903500000.0,996800000.0,
Diluted EPS,165.57,6.9076,4.696,3.054,
Basic EPS,166.52,6.9984,4.7468,3.068,
Diluted NI Availto Com Stockholders,5404000000.0,5882000000.0,4289000000.0,3058000000.0,
Net Income Common Stockholders,5404000000.0,5882000000.0,4289000000.0,3058000000.0,
Net Income,5404000000.0,5882000000.0,4289000000.0,3058000000.0,
Net Income Including Noncontrolling Interests,5404000000.0,5882000000.0,4289000000.0,3058000000.0,
Net Income Continuous Operations,5404000000.0,5882000000.0,4289000000.0,3058000000.0,
Tax Provision,1428000000.0,1410000000.0,1192000000.0,865000000.0,
Pretax Income,6832000000.0,7292000000.0,5481000000.0,3923000000.0,
Other Income Expense,-1754000000.0,-82000000.0,-477000000.0,-1007000000.0,
Other Non Operating Income Expenses,148000000.0,-528000000.0,2000000.0,-1000000.0,
Special Income Charges,-457000000.0,0.0,0.0,199000000.0,
Other Special Charges,,,,,242000000.0
Write Off,,,,,0.0
Impairment Of Capital Assets,457000000.0,0.0,0.0,0.0,
Restructuring And Mergern Acquisition,,,,-199000000.0,13000000.0
Gain On Sale Of Security,-1445000000.0,446000000.0,-479000000.0,-1006000000.0,
Net Non Operating Interest Income Expense,-696000000.0,-181000000.0,123000000.0,-172000000.0,
Interest Expense Non Operating,1617000000.0,1295000000.0,897000000.0,391000000.0,
Interest Income Non Operating,921000000.0,1114000000.0,1020000000.0,219000000.0,
Operating Income,9282000000.0,7555000000.0,5835000000.0,5102000000.0,
Operating Expense,17635000000.0,16184000000.0,15530000000.0,11988000000.0,
Other Operating Expenses,1113000000.0,805000000.0,655000000.0,327000000.0,
Depreciation Amortization Depletion Income Statement,623000000.0,591000000.0,504000000.0,451000000.0,
Depreciation And Amortization In Income Statement,623000000.0,591000000.0,504000000.0,451000000.0,
Selling General And Administration,15899000000.0,14788000000.0,14371000000.0,11210000000.0,
Selling And Marketing Expense,11639000000.0,10398000000.0,9517000000.0,7979000000.0,
General And Administrative Expense,4260000000.0,4390000000.0,4854000000.0,3231000000.0,
Other Gand A,857000000.0,1036000000.0,1560000000.0,766000000.0,
Salaries And Wages,3403000000.0,3354000000.0,3294000000.0,2465000000.0,
Total Revenue,26917000000.0,23739000000.0,21365000000.0,17090000000.0,
Operating Revenue,26917000000.0,23739000000.0,21365000000.0,17090000000.0,
