period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5508070130,5474900000,5621000000,30,4762000000,0.1567
+1q,7569841860,7324000000,7750000000,30,6798000000,0.11350001
0y,29924137120,29507000000,30281000000,35,26917000000,0.1117
+1y,32480843480,31774000000,33347000000,35,29924137120,0.0854
