,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-28019323.671498,-82368000.0,-182952000.0,-66360000.0,197575447.570332,
Tax Rate For Calcs,0.233494,0.208,0.189312,0.158,0.317136,
Normalized EBITDA,2423000000.0,4365000000.0,2684000000.0,1649000000.0,1651000000.0,
Total Unusual Items,-120000000.0,-396000000.0,-968000000.0,-420000000.0,623000000.0,
Total Unusual Items Excluding Goodwill,-120000000.0,-396000000.0,-968000000.0,-420000000.0,623000000.0,
Net Income From Continuing Operation Net Minority Interest,1428000000.0,2748000000.0,895000000.0,333000000.0,1068000000.0,
Reconciled Depreciation,191000000.0,199000000.0,194000000.0,184000000.0,203000000.0,
EBITDA,2303000000.0,3969000000.0,1716000000.0,1229000000.0,2274000000.0,
EBIT,2112000000.0,3770000000.0,1522000000.0,1045000000.0,2071000000.0,
Net Interest Income,-51000000.0,-53000000.0,-184000000.0,-408000000.0,-256000000.0,
Interest Expense,249000000.0,301000000.0,418000000.0,649000000.0,507000000.0,
Interest Income,198000000.0,248000000.0,234000000.0,241000000.0,251000000.0,
Normalized Income,1519980676.328502,3061632000.0,1680048000.0,686640000.0,642575447.570332,
Net Income From Continuing And Discontinued Operation,1428000000.0,2748000000.0,895000000.0,333000000.0,1068000000.0,
Total Expenses,4319000000.0,5068000000.0,4548000000.0,3700000000.0,3742000000.0,
Total Operating Income As Reported,2030000000.0,3483000000.0,2250000000.0,1062000000.0,1729000000.0,
Diluted Average Shares,,813950000.0,815475000.0,827325000.0,33426000.0,846600000.0
Basic Average Shares,,809600000.0,812350000.0,821125000.0,33051000.0,835025000.0
Diluted EPS,,3.3764,1.0972,0.4028,31.95,2.9736
Basic EPS,,3.3944,1.1016,0.4056,32.31,3.0148
Diluted NI Availto Com Stockholders,1428000000.0,2748000000.0,895000000.0,333000000.0,1068000000.0,
Net Income Common Stockholders,1428000000.0,2748000000.0,895000000.0,333000000.0,1068000000.0,
Net Income,1428000000.0,2748000000.0,895000000.0,333000000.0,1068000000.0,
Net Income Including Noncontrolling Interests,1428000000.0,2748000000.0,895000000.0,333000000.0,1068000000.0,
Net Income Continuous Operations,1428000000.0,2748000000.0,895000000.0,333000000.0,1068000000.0,
Tax Provision,435000000.0,721000000.0,209000000.0,63000000.0,496000000.0,
Pretax Income,1863000000.0,3469000000.0,1104000000.0,396000000.0,1564000000.0,
Other Income Expense,-116000000.0,-418000000.0,-962000000.0,-258000000.0,91000000.0,
Other Non Operating Income Expenses,4000000.0,-22000000.0,6000000.0,162000000.0,-532000000.0,
Special Income Charges,0.0,-457000000.0,,,,
Impairment Of Capital Assets,0.0,457000000.0,,,,
Gain On Sale Of Security,-120000000.0,61000000.0,-968000000.0,-420000000.0,623000000.0,
Net Non Operating Interest Income Expense,-51000000.0,-53000000.0,-184000000.0,-408000000.0,-256000000.0,
Interest Expense Non Operating,249000000.0,301000000.0,418000000.0,649000000.0,507000000.0,
Interest Income Non Operating,198000000.0,248000000.0,234000000.0,241000000.0,251000000.0,
Operating Income,2030000000.0,3940000000.0,2250000000.0,1062000000.0,1729000000.0,
Operating Expense,4319000000.0,5068000000.0,4548000000.0,3700000000.0,3742000000.0,
Other Operating Expenses,277000000.0,347000000.0,257000000.0,232000000.0,241000000.0,
Depreciation Amortization Depletion Income Statement,151000000.0,160000000.0,158000000.0,154000000.0,157000000.0,
Depreciation And Amortization In Income Statement,151000000.0,160000000.0,158000000.0,154000000.0,157000000.0,
Selling General And Administration,3891000000.0,4561000000.0,4133000000.0,3314000000.0,3344000000.0,
Selling And Marketing Expense,2760000000.0,3362000000.0,3038000000.0,2479000000.0,2328000000.0,
General And Administrative Expense,1131000000.0,1199000000.0,1095000000.0,835000000.0,1016000000.0,
Other Gand A,262000000.0,254000000.0,199000000.0,142000000.0,163000000.0,
Salaries And Wages,869000000.0,945000000.0,896000000.0,693000000.0,853000000.0,
Total Revenue,6349000000.0,9008000000.0,6798000000.0,4762000000.0,5471000000.0,
Operating Revenue,6349000000.0,9008000000.0,6798000000.0,4762000000.0,5471000000.0,
