period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.11575,0.84,1.31,1.02,9,0.0939
+1q,0.71922,0.56,0.85,0.71,9,0.012999999
0y,3.8742,3.84,3.90419,3.61,16,0.0732
+1y,4.17447,4.12,4.20485,3.8742,15,0.0775
