period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.58528,1.54,1.66,1.49,20,0.0639
+1q,1.13349,1.09,1.2,1.04,20,0.089899994
0y,5.24517,5.15,5.34,4.85,25,0.081499994
+1y,5.62473,5.36768,5.94,5.24517,21,0.072399996
