period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,45301803580,44554400000,45675000000,16,45118000000,0.0041
+1q,34226383640,33836000000,34402551900,16,33940000000,0.0084
0y,149683845700,147638000000,152809500000,22,147642000000,0.0138
+1y,153201483170,150601720510,155805000000,18,149683845700,0.0235
