period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3747002180,3733440000,3785637000,35,3088000000,0.2134
+1q,3864324310,3834400000,3903876480,34,3215000000,0.202
0y,15992442610,15942378500,16160060000,43,13278000000,0.2044
+1y,18950269490,18633422590,19976482400,44,15992442610,0.185
