period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.96598,0.81,1.01383,0.808,38,0.19549999
+1q,0.9583,0.8,1.02,0.818,38,0.1715
0y,4.16611,3.48,4.36284,3.51,44,0.1869
+1y,5.01803,4.17,5.4,4.16611,42,0.2045
