period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.57095,1.36419,1.65,1.45,15,0.0834
+1q,2.08353,1.9,2.30638,2.87,15,-0.274
0y,5.91976,5.65,6.15,7.72,19,-0.2332
+1y,6.78204,6.05784,7.21,5.91976,14,0.1457
