address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,ipoExpectedDate,averageAnalystRating,cryptoTradeable,shortName,longName,trailingPegRatio
575 North Dairy Ashford Road,Suite 100,Houston,TX,77079-1121,United States,713 439 8600,https://www.bakerhughes.com,Oil & Gas Equipment & Services,oil-gas-equipment-services,Oil & Gas Equipment & Services,Energy,energy,Energy,"Baker Hughes Company provides a portfolio of technologies and services to energy and industrial value chain. Its Oilfield Services & Equipment segment designs and manufactures exploration, appraisal, development, production, rejuvenation, and decommissioning products and related services for onshore and offshore oilfield operations. This segment also provides drilling services, drill bits, and drilling and completions fluids; completions, intervention, measurements, pressure pumping, and wireline services; artificial lift systems, and oilfield and industrial chemicals; subsea projects and services, flexible pipe systems, and surface pressure control systems; and integrated well services and solutions. It serves oil and natural gas companies; the United States and international independent oil and natural gas companies; national or state-owned oil companies; engineering, procurement, and construction contractors; geothermal companies; and other oilfield service companies. The company's Industrial & Energy Technology segment offers gas technology equipment, such as drivers, driven equipment, and turnkey solutions for the mechanical and electric-drive, compression, and power-generation applications; aftermarket support and uptime gas technology services; non-destructive testing technologies, software, and services; pre-commissioning and maintenance services; flow control and safety solutions; mechanical and electromechanical gear transmission systems; Cordant, a software solution to optimize assets, processes, and energy use; Bently Nevada, a sensing and protection hardware for rack-based vibrating monitoring equipment and sensors; and climate technology solutions. It serves industrial, upstream, midstream, downstream, onshore, offshore, and small-to-large scale customers. The company has a collaboration with Google Cloud to develop advanced AI-enabled power optimization and sustainability solutions for the global data center sector. The company was formerly known as Baker Hughes, a GE company and changed its name to Baker Hughes Company in October 2019. The company was incorporated in 2016 and is based in Houston, Texas.",56000,"[{'maxAge': 1, 'name': 'Ms. Rebecca L. Charlton', 'age': 46, 'title': 'Senior VP, Controller & Chief Accounting Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,6,1,2,1,1775001600,[],86400,2,60.7,60.2,59.82,61.22,60.7,60.2,59.82,61.22,0.92,1.52,1771286400,0.3538,2.39,0.898,23.307693,20.895615,1191960,1191960,10097075,8752620,8752620,57.96,63.53,1,1,60100497408,59882308611,34.07,67.0,100.29,9.12,2.1671112,60.06,49.3617,0.92,0.0151565075,USD,False,62832721920,0.09332,985953684,991757347,21969588,25124707,1770940800,1773360000,0.0222,0.0015199999,1.0169799,2.27,0.028800001,991757347,19.086,3.175102,1767139200,1798675200,1767139200,-0.257,2588000000,2.6,2.90013,2.266,13.383,0.7342857,0.32693863,0.23,1771286400,EQUITY,60.6,70.0,44.0,62.38095,63.0,1.77273,buy,21,3715000064,3.759,4695000064,6702000128,0.746,1.357,27733000192,35.255,28.07,0.05538,0.14552,6566000128,1127374976,3809999872,-0.256,0.003,0.23676,0.16929,0.1251,USD,BKR,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775578616,NMS,finmb_425005479,America/New_York,EDT,-14400000,us_market,False,-0.16474842,60.6,True,544714200000,REGULAR,-0.10000229,59.82 - 61.22,NasdaqGS,10097075,26.529999,0.7786909,34.07 - 67.0,-6.4000015,-0.09552241,73.42857,1772150400,1776974400,1776974400,1776974400,1777037400,1777037400,False,2.6,2.90013,2.51254,24.119017,0.5399971,0.00899096,11.2383,0.22767249,15,0,2021-12-07,1.8 - Buy,False,Baker Hughes Company,Baker Hughes Company,3.2631
