period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.51512,0.46,0.583,0.51,17,0.01
+1q,0.57724,0.47,0.683,0.63,17,-0.0837
0y,2.51254,2.1,2.825,2.6,16,-0.0336
+1y,2.86354,2.49,3.08,2.51254,16,0.1397
