period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,29897680120,29640000000,30178000000,9,27366000000,0.0925
+1q,29837572960,29439341140,30338815540,9,26463000000,0.1275
0y,120202398680,119143000000,121629415510,13,113097000000,0.062800005
+1y,126139436560,123000000000,128541067800,13,120202398680,0.0494
