period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.26359,2.22,2.3,2.15,10,0.052800003
+1q,2.72388,2.55,2.86193,2.6,10,0.0476
0y,10.51218,10.17,10.64623,10.02,10,0.049099997
+1y,11.3087,10.96,11.551,10.51218,10,0.0758
