period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5462159360,5375000000,5528000000,8,5199100000,0.0506
+1q,6098982510,5975430050,6263057160,8,5976600000,0.020499999
0y,23076903740,22150495780,23626544850,10,22424100000,0.0291
+1y,23967673470,22721669480,24509953300,10,23076903740,0.038599998
