period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,18926962280,18764100000,19219789500,12,17919000000,0.0563
+1q,23907116800,23687752000,24235800000,12,22726000000,0.051999997
0y,98485604310,97745400000,99644000000,19,93925000000,0.048600003
+1y,101388697260,98250000000,104203000000,21,98485604310,0.0295
