period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.54446,1.52029,1.56,1.48,14,0.0436
+1q,2.26538,2.232,2.3,2.12,14,0.0686
0y,8.62591,8.54864,8.74,8.14,21,0.059699997
+1y,9.14011,8.52,9.54,8.62591,23,0.0596
