period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3101692880,2297000000,3902822110,9,1739850000,0.78269994
+1q,2047732790,1906808730,2269000000,9,2557719000,-0.19940001
0y,9859636810,8977000000,10678093280,10,8644211000,0.14060001
+1y,9837073060,8841697840,10738000000,11,9859636810,-0.0023
