,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.12550001,78402258,4751568810,-0.013300001
1,2025-12-31,Blackrock Inc.,0.0855,53423038,3237703193,0.1155
2,2025-12-31,State Street Corporation,0.056199998,35146408,2130048040,0.0352
3,2025-12-31,"Wellington Management Group, LLP",0.0425,26539413,1608421112,-0.3707
4,2025-12-31,Morgan Stanley,0.0396,24744626,1499648047,0.0319
5,2025-12-31,JPMORGAN CHASE & CO,0.03,18732034,1135254911,0.3181
6,2025-12-31,Blackstone Inc,0.0295,18431631,1117048988,0.0082
7,2025-12-31,Capital International Investors,0.0292,18259920,1106642443,0.031400003
8,2025-12-31,"Geode Capital Management, LLC",0.026300002,16420939,995191000,-0.0276
9,2025-12-31,Capital Research Global Investors,0.02,12521749,758880592,0.26549998
