period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.08658,0.89,2.75,1.18,22,0.7683
+1q,0.62966,0.33987,0.87,0.45,21,0.3992
0y,4.70272,3.79,5.71,3.05,22,0.5419
+1y,4.67981,3.62546,5.72,4.70272,23,-0.0049
