period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.71,0.71,0.71,0.5146,2,0.3797
+1q,0.72,0.72,0.72,0.82521,2,-0.1275
0y,2.875,2.87,2.88,2.619,2,0.09770001
+1y,2.95,2.95,2.95,2.875,2,0.026099999
