period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1016105940,994283000,1028268000,8,984204000,0.0324
+1q,1029662480,1021507810,1038481000,8,1001334000,0.028299998
0y,4136413120,4095666000,4243154630,11,4006116000,0.0325
+1y,4262268770,4171265000,4434642260,9,4136413120,0.0304
