,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.03,8636095,2238389484,-0.0066000004
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0231,6657218,1725484349,0.0171
2,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0117999995,3397098,880493838,-0.0094
3,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0117,3359602,870775250,0.0016
4,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0108,3109796,806028032,-0.0185
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0088,2536288,657380492,0.02
6,2025-12-31,INVESTMENT CO OF AMERICA,0.0085,2458574,637237801,0.0
7,2025-11-30,MFS SERIES TRUST I-MFS Value Fund,0.0081,2321398,601683153,-0.025
8,2025-11-30,Columbia Funds Series Trust I-Columbia Dividend Income Fund,0.0056,1609140,417073000,-0.0029
9,2026-02-28,SELECT SECTOR SPDR TRT-State Street Industrial Select Sector SPDR ETF,0.0053,1532138,397114851,0.0616
