,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-7942511.346445,78150158.299412,-8136000.0,40530000.0
Tax Rate For Calcs,0.226929,0.211217,0.226,0.21
Normalized EBITDA,4690000000.0,4737000000.0,4520000000.0,4262000000.0
Total Unusual Items,-35000000.0,370000000.0,-36000000.0,193000000.0
Total Unusual Items Excluding Goodwill,-35000000.0,370000000.0,-36000000.0,193000000.0
Net Income From Continuing Operation Net Minority Interest,3066000000.0,3488000000.0,2957000000.0,3034000000.0
Reconciled Depreciation,397000000.0,402000000.0,395000000.0,410000000.0
Reconciled Cost Of Revenue,8652000000.0,8557000000.0,9034000000.0,9153000000.0
EBITDA,4655000000.0,5107000000.0,4484000000.0,4455000000.0
EBIT,4258000000.0,4705000000.0,4089000000.0,4045000000.0
Net Interest Income,-252000000.0,-239000000.0,-215000000.0,-181000000.0
Interest Expense,292000000.0,283000000.0,266000000.0,203000000.0
Interest Income,40000000.0,44000000.0,51000000.0,22000000.0
Normalized Income,3093057488.653555,3196150158.299412,2984864000.0,2881530000.0
Net Income From Continuing And Discontinued Operation,3066000000.0,3488000000.0,2957000000.0,3034000000.0
Total Expenses,11828000000.0,11634000000.0,12067000000.0,12142000000.0
Total Operating Income As Reported,4216000000.0,4264000000.0,4040000000.0,3790000000.0
Diluted Average Shares,292300000.0,297800000.0,303600000.0,310700000.0
Basic Average Shares,291500000.0,296800000.0,302600000.0,309600000.0
Diluted EPS,10.49,11.71,9.74,9.77
Basic EPS,10.52,11.75,9.77,9.8
Diluted NI Availto Com Stockholders,3066000000.0,3488000000.0,2957000000.0,3034000000.0
Net Income Common Stockholders,3066000000.0,3488000000.0,2957000000.0,3034000000.0
Net Income,3066000000.0,3488000000.0,2957000000.0,3034000000.0
Net Income Including Noncontrolling Interests,3066000000.0,3488000000.0,2957000000.0,3034000000.0
Net Income Continuous Operations,3066000000.0,3488000000.0,2957000000.0,3034000000.0
Tax Provision,900000000.0,934000000.0,866000000.0,808000000.0
Pretax Income,3966000000.0,4422000000.0,3823000000.0,3842000000.0
Other Income Expense,2000000.0,397000000.0,-2000000.0,233000000.0
Other Non Operating Income Expenses,37000000.0,27000000.0,34000000.0,40000000.0
Special Income Charges,0.0,363000000.0,1000000.0,191000000.0
Gain On Sale Of Business,0.0,363000000.0,1000000.0,191000000.0
Earnings From Equity Interest,0.0,0.0,0.0,0.0
Gain On Sale Of Security,-35000000.0,7000000.0,-37000000.0,2000000.0
Net Non Operating Interest Income Expense,-252000000.0,-239000000.0,-215000000.0,-181000000.0
Interest Expense Non Operating,292000000.0,283000000.0,266000000.0,203000000.0
Interest Income Non Operating,40000000.0,44000000.0,51000000.0,22000000.0
Operating Income,4216000000.0,4264000000.0,4040000000.0,3790000000.0
Operating Expense,2859000000.0,2776000000.0,2751000000.0,2713000000.0
Depreciation Amortization Depletion Income Statement,80000000.0,101000000.0,113000000.0,134000000.0
Depreciation And Amortization In Income Statement,80000000.0,101000000.0,113000000.0,134000000.0
Amortization,80000000.0,101000000.0,113000000.0,134000000.0
Amortization Of Intangibles Income Statement,80000000.0,101000000.0,113000000.0,134000000.0
Selling General And Administration,2779000000.0,2675000000.0,2638000000.0,2579000000.0
Gross Profit,7075000000.0,7040000000.0,6791000000.0,6503000000.0
Cost Of Revenue,8969000000.0,8858000000.0,9316000000.0,9429000000.0
Total Revenue,16044000000.0,15898000000.0,16107000000.0,15932000000.0
Operating Revenue,16044000000.0,15898000000.0,16107000000.0,15932000000.0
