Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-04-09,2026-03-31,"[datetime.date(2026, 4, 29)]",2.60125,2.53,2.56166,4068303000,3958000000,4007826690
