,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0318,34292601,3897697155,-0.0085
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0255,27519170,3127828962,0.0155
2,2026-02-28,VanEck ETF Trust-VanEck Gold Miners ETF,0.0222,23964086,2723758102,0.0287
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.022,23751837,2699633880,-0.0224
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.012999999,14042672,1596090150,-0.0094
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128999995,13887691,1578475009,0.0017
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0119,12829469,1458197493,-0.020399999
7,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0093,10042507,1141431382,0.018099999
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Value Index Fund,0.0063,6789745,771722441,-0.0023999999
9,2025-12-31,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,0.0058,6262459,711791112,-0.0221
