,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-161280000.0,-33480000.0,264950000.0,130260000.0,-66645569.620253,
Tax Rate For Calcs,0.21,0.31,0.35,0.26,0.341772,
Normalized EBITDA,4712000000.0,3310000000.0,3046000000.0,2642000000.0,3031000000.0,
Total Unusual Items,-768000000.0,-108000000.0,757000000.0,501000000.0,-195000000.0,
Total Unusual Items Excluding Goodwill,-768000000.0,-108000000.0,757000000.0,501000000.0,-195000000.0,
Net Income From Continuing Operation Net Minority Interest,1301000000.0,1832000000.0,2061000000.0,1891000000.0,1403000000.0,
Reconciled Depreciation,665000000.0,643000000.0,620000000.0,593000000.0,689000000.0,
Reconciled Cost Of Revenue,2692000000.0,2594000000.0,2621000000.0,2699000000.0,3080000000.0,
EBITDA,3944000000.0,3202000000.0,3803000000.0,3143000000.0,2836000000.0,
EBIT,3279000000.0,2559000000.0,3183000000.0,2550000000.0,2147000000.0,
Net Interest Income,30000000.0,4000000.0,-11000000.0,-38000000.0,-55000000.0,
Interest Expense,33000000.0,52000000.0,65000000.0,79000000.0,93000000.0,
Interest Income,63000000.0,56000000.0,54000000.0,41000000.0,38000000.0,
Normalized Income,1907720000.0,1906520000.0,1568950000.0,1520260000.0,1531354430.379747,
Net Income From Continuing And Discontinued Operation,1301000000.0,1832000000.0,2061000000.0,1891000000.0,1403000000.0,
Total Expenses,2844000000.0,2908000000.0,2900000000.0,2994000000.0,3342000000.0,
Diluted Average Shares,1094000000.0,1100000000.0,1112000000.0,1127000000.0,1135000000.0,
Basic Average Shares,1090000000.0,1097000000.0,1110000000.0,1126000000.0,1133000000.0,
Diluted EPS,1.19,1.67,1.85,1.68,1.24,
Basic EPS,1.19,1.67,1.86,1.68,1.24,
Diluted NI Availto Com Stockholders,1301000000.0,1832000000.0,2061000000.0,1891000000.0,1403000000.0,
Net Income Common Stockholders,1301000000.0,1832000000.0,2061000000.0,1891000000.0,1403000000.0,
Net Income,1301000000.0,1832000000.0,2061000000.0,1891000000.0,1403000000.0,
Minority Interests,-46000000.0,-11000000.0,-14000000.0,-11000000.0,-18000000.0,
Net Income Including Noncontrolling Interests,1347000000.0,1843000000.0,2075000000.0,1902000000.0,1421000000.0,
Net Income Discontinuous Operations,0.0,0.0,0.0,0.0,0.0,
Net Income Continuous Operations,1347000000.0,1843000000.0,2075000000.0,1902000000.0,1421000000.0,
Earnings From Equity Interest Net Of Tax,171000000.0,123000000.0,49000000.0,78000000.0,69000000.0,
Tax Provision,2070000000.0,787000000.0,1092000000.0,647000000.0,702000000.0,
Pretax Income,3246000000.0,2507000000.0,3118000000.0,2471000000.0,2054000000.0,
Other Income Expense,-758000000.0,-113000000.0,712000000.0,493000000.0,-201000000.0,
Other Non Operating Income Expenses,10000000.0,-5000000.0,-45000000.0,-8000000.0,-6000000.0,
Special Income Charges,-875000000.0,-105000000.0,665000000.0,230000000.0,-345000000.0,
Gain On Sale Of Ppe,-15000000.0,93000000.0,697000000.0,271000000.0,-269000000.0,
Other Special Charges,2000000.0,70000000.0,18000000.0,13000000.0,9000000.0,
Write Off,,,9000000.0,15000000.0,,
Impairment Of Capital Assets,779000000.0,39000000.0,,,39000000.0,18000000.0
Restructuring And Mergern Acquisition,79000000.0,89000000.0,5000000.0,13000000.0,28000000.0,
Gain On Sale Of Security,107000000.0,-3000000.0,92000000.0,271000000.0,150000000.0,
Net Non Operating Interest Income Expense,30000000.0,4000000.0,-11000000.0,-38000000.0,-55000000.0,
Interest Expense Non Operating,33000000.0,52000000.0,65000000.0,79000000.0,93000000.0,
Interest Income Non Operating,63000000.0,56000000.0,54000000.0,41000000.0,38000000.0,
Operating Income,3974000000.0,2616000000.0,2417000000.0,2016000000.0,2310000000.0,
Operating Expense,152000000.0,314000000.0,279000000.0,295000000.0,262000000.0,
Other Operating Expenses,18000000.0,188000000.0,144000000.0,142000000.0,86000000.0,
Research And Development,43000000.0,40000000.0,40000000.0,43000000.0,48000000.0,
Selling General And Administration,91000000.0,86000000.0,95000000.0,110000000.0,128000000.0,
General And Administrative Expense,91000000.0,86000000.0,95000000.0,110000000.0,128000000.0,
Other Gand A,91000000.0,86000000.0,95000000.0,110000000.0,128000000.0,
Gross Profit,4126000000.0,2930000000.0,2696000000.0,2311000000.0,2572000000.0,
Cost Of Revenue,2692000000.0,2594000000.0,2621000000.0,2699000000.0,3080000000.0,
Total Revenue,6818000000.0,5524000000.0,5317000000.0,5010000000.0,5652000000.0,
Operating Revenue,6818000000.0,5524000000.0,5317000000.0,5010000000.0,5652000000.0,
