period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.6809,1.62,1.72167,2.6,17,-0.35349998
+1q,2.68686,2.3,2.94357,3.1,17,-0.1333
0y,12.31687,11.0,12.96,13.26,23,-0.071100004
+1y,13.37783,11.5,14.85,12.31687,22,0.0861
