,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0306,3384600,520585317,-0.0136
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.024600001,2721205,418548534,0.0111
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0212,2346257,360877783,-0.026800001
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,0.0135,1487152,228738845,-0.1843
4,2026-01-31,iShares Trust-iShares MSCI USA Quality Factor ETF,0.0128,1418830,218230238,0.0224
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0126,1388641,213586868,-0.0094
6,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0124,1373311,211228961,0.0017
7,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0115,1271170,195518654,-0.0185
8,2026-02-28,Fidelity Securities Fund-Fidelity Blue Chip Growth Fund,0.0091,1008961,155188288,0.0
9,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Growth Index Fund,0.0082,901704,138691090,-0.0337
