period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.32422,2.28,2.39,2.51,16,-0.074
+1q,2.55574,2.47,2.62628,2.75,17,-0.0706
0y,10.53448,10.4,10.74952,9.78,25,0.0771
+1y,11.47408,10.88,12.05,10.53448,24,0.0892
