period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,18810420790,18655000000,19000000000,19,17727871000,0.061100002
+1q,18534022350,18336000000,18792800000,18,17596260000,0.0533
0y,74088210810,73156630000,74423700000,27,69672977000,0.0634
+1y,78087861040,76504000000,79304000000,28,74088210810,0.054
