period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.72668,3.6,3.84,3.49,20,0.0678
+1q,3.28846,3.19,3.43,3.03,20,0.0853
0y,13.87887,13.65,14.15,12.93,27,0.0734
+1y,14.92779,13.83596,15.49,13.87887,29,0.0756
