period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.99419,1.73,2.21,2.1,9,-0.0504
+1q,1.50524,1.39,1.6,1.36,9,0.106800005
0y,7.71522,7.63,7.75,7.36,16,0.048299998
+1y,8.31253,8.15,8.61,7.71522,16,0.0774
