Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-04-15,2026-03-16,"[datetime.date(2026, 4, 30)]",2.21,1.73,1.99419,4630000000,4134600000,4455996940
