,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2026-01-31,VANGUARD SPECIALIZED FUNDS-Vanguard Real Estate Index Fund,0.0349,5541784,286233152,0.0061000003
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031400003,4984919,257471073,0.0016
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0234,3716041,191933523,0.0226
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0227,3596123,185739758,-0.042
4,2026-01-31,John Hancock Funds III-Disciplined Value Mid Cap Fund,0.015700001,2492410,128732980,0.0
5,2026-01-31,First Eagle Funds-First Eagle Global Fund,0.0156,2473129,127737116,0.0
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Value Index Fund,0.0146,2318615,119756468,-0.035
7,2026-01-31,Invesco Exchange-Traded Fund Trust-Invesco S&P 500 Equal Weight ETF,0.0143,2267084,117094892,0.0585
8,2025-12-31,COHEN & STEERS Inst. REALTY SHARES INC-Cohen & Steers Inst. Realty Sha,0.0136,2157025,111410344,0.0323
9,2025-12-31,COHEN & STEERS REAL ESTATE SECURITIES Fd. INC-Cohen & Steers Real Esta,0.0135,2139779,110519588,0.39349997
