period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.28,0.28,0.28,0.4044,1,-0.3076
+1q,0.43,0.43,0.43,,1,
0y,1.925,1.78,2.07,,2,
+1y,2.085,1.98,2.19,1.925,2,0.083100006
