,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-4334759.358289,-50394000.0,-7812000.0,-2880000.0,-4225714.285714,
Tax Rate For Calcs,0.206417,0.222,0.217,0.192,0.145714,
Normalized EBITDA,1949000000.0,1956000000.0,1904000000.0,1691000000.0,1582000000.0,
Total Unusual Items,-21000000.0,-227000000.0,-36000000.0,-15000000.0,-29000000.0,
Total Unusual Items Excluding Goodwill,-21000000.0,-227000000.0,-36000000.0,-15000000.0,-29000000.0,
Net Income From Continuing Operation Net Minority Interest,742000000.0,603000000.0,726000000.0,637000000.0,598000000.0,
Reconciled Depreciation,770000000.0,729000000.0,708000000.0,656000000.0,652000000.0,
Reconciled Cost Of Revenue,3693000000.0,3833000000.0,3839000000.0,3647000000.0,3553000000.0,
EBITDA,1928000000.0,1729000000.0,1868000000.0,1676000000.0,1553000000.0,
EBIT,1158000000.0,1000000000.0,1160000000.0,1020000000.0,901000000.0,
Net Interest Income,-223000000.0,-225000000.0,-232000000.0,-232000000.0,-201000000.0,
Interest Expense,223000000.0,225000000.0,232000000.0,232000000.0,201000000.0,
Normalized Income,758665240.641711,779606000.0,754188000.0,649120000.0,622774285.714286,
Net Income From Continuing And Discontinued Operation,742000000.0,603000000.0,726000000.0,637000000.0,598000000.0,
Total Expenses,5137000000.0,5227000000.0,5243000000.0,4990000000.0,4952000000.0,
Total Operating Income As Reported,1155000000.0,989000000.0,1151000000.0,1013000000.0,919000000.0,
Diluted Average Shares,404500000.0,404300000.0,404300000.0,403900000.0,403600000.0,
Basic Average Shares,403100000.0,403000000.0,402600000.0,402300000.0,401600000.0,
Diluted EPS,1.83,1.49,1.8,1.58,1.48,
Basic EPS,1.84,1.5,1.8,1.58,1.49,
Diluted NI Availto Com Stockholders,742000000.0,603000000.0,726000000.0,637000000.0,598000000.0,
Net Income Common Stockholders,742000000.0,603000000.0,726000000.0,637000000.0,598000000.0,
Net Income,742000000.0,603000000.0,726000000.0,637000000.0,598000000.0,
Minority Interests,0.0,0.0,-1000000.0,0.0,0.0,
Net Income Including Noncontrolling Interests,742000000.0,603000000.0,727000000.0,637000000.0,598000000.0,
Net Income Continuous Operations,742000000.0,603000000.0,727000000.0,637000000.0,598000000.0,
Tax Provision,193000000.0,172000000.0,201000000.0,151000000.0,102000000.0,
Pretax Income,935000000.0,775000000.0,928000000.0,788000000.0,700000000.0,
Other Income Expense,-18000000.0,-216000000.0,-27000000.0,-8000000.0,-40000000.0,
Other Non Operating Income Expenses,4000000.0,7000000.0,7000000.0,2000000.0,-11000000.0,
Special Income Charges,-21000000.0,-227000000.0,-36000000.0,-15000000.0,-29000000.0,
Gain On Sale Of Business,239000000.0,-213000000.0,-24000000.0,-2000000.0,88000000.0,
Restructuring And Mergern Acquisition,12000000.0,14000000.0,12000000.0,13000000.0,2000000.0,
Earnings From Equity Interest,-1000000.0,4000000.0,2000000.0,5000000.0,0.0,
Net Non Operating Interest Income Expense,-223000000.0,-225000000.0,-232000000.0,-232000000.0,-201000000.0,
Interest Expense Non Operating,223000000.0,225000000.0,232000000.0,232000000.0,201000000.0,
Operating Income,1176000000.0,1216000000.0,1187000000.0,1028000000.0,941000000.0,
Operating Expense,1444000000.0,1394000000.0,1404000000.0,1343000000.0,1399000000.0,
Provision For Doubtful Accounts,32000000.0,18000000.0,24000000.0,19000000.0,14000000.0,
Depreciation Amortization Depletion Income Statement,770000000.0,729000000.0,708000000.0,656000000.0,652000000.0,
Depletion Income Statement,,227000000.0,220000000.0,183000000.0,,203000000.0
Depreciation And Amortization In Income Statement,1400000000.0,502000000.0,488000000.0,473000000.0,1232000000.0,
Amortization,109000000.0,108000000.0,102000000.0,102000000.0,88000000.0,
Amortization Of Intangibles Income Statement,109000000.0,108000000.0,102000000.0,102000000.0,88000000.0,
Depreciation Income Statement,1291000000.0,394000000.0,386000000.0,371000000.0,1144000000.0,
Selling General And Administration,642000000.0,647000000.0,672000000.0,668000000.0,733000000.0,
General And Administrative Expense,642000000.0,647000000.0,672000000.0,668000000.0,733000000.0,
Other Gand A,228000000.0,245000000.0,260000000.0,241000000.0,294000000.0,
Salaries And Wages,414000000.0,402000000.0,412000000.0,427000000.0,439000000.0,
Gross Profit,2620000000.0,2610000000.0,2591000000.0,2371000000.0,2340000000.0,
Cost Of Revenue,3693000000.0,3833000000.0,3839000000.0,3647000000.0,3553000000.0,
Total Revenue,6313000000.0,6443000000.0,6430000000.0,6018000000.0,5893000000.0,
Operating Revenue,6313000000.0,6443000000.0,6430000000.0,6018000000.0,5893000000.0,
