,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.0968,38990067,9140410184,0.014400001
1,2025-12-31,Blackrock Inc.,0.0738,29725046,6968418730,-0.0013
2,2025-12-31,Gates Foundation Trust,0.0718,28934344,6783055093,0.0
3,2025-12-31,State Street Corporation,0.0432,17390748,4076899127,0.0165
4,2025-12-31,"Geode Capital Management, LLC",0.0223,8993006,2108223195,0.013200001
5,2025-12-31,Morgan Stanley,0.0166,6671652,1564030035,-0.1247
6,2025-12-31,"Ameriprise Financial, Inc.",0.0166,6683859,1566891713,0.1792
7,2025-12-31,"Parnassus Investments, LLC",0.013099999,5277285,1237149696,-0.059899997
8,2025-12-31,NORGES BANK,0.0116,4655755,1091444916,0.0011
9,2025-12-31,Northern Trust Corporation,0.0095999995,3862278,905430738,-0.0233
