period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.75903,1.6,2.02,1.67,23,0.0533
+1q,2.03006,1.9,2.35,1.92,23,0.0573
0y,8.20779,7.69,8.95,7.5,28,0.094399996
+1y,9.36214,8.7,10.13832,8.20779,28,0.14060001
