,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0187,53756504,7686104712,0.013300001
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0147,42413897,6064338811,0.0372
2,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0075,21644043,3094665175,-0.0094
3,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0074,21405150,3060508255,0.0017
4,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0069,19787984,2829285867,-0.0197
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,0.0063,18135080,2592953660,0.9779
6,2026-02-28,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,0.0045,13051671,1866127863,-0.0162
7,2025-11-30,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,0.0037,10757397,1538092577,0.0224
8,2025-12-31,GROWTH FUND OF AMERICA,0.0034,9657205,1380787129,0.17729999
9,2025-12-31,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,0.0034,9652671,1380138858,-0.0008
