address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,shortName,longName,displayName,trailingPegRatio
1 Monster Way,Corona,CA,92879,United States,951 739 6200,https://www.monsterbevcorp.com,Beverages - Non-Alcoholic,beverages-non-alcoholic,Beverages - Non - Alcoholic,Consumer Defensive,consumer-defensive,Consumer Defensive,"Monster Beverage Corporation, through its subsidiaries, engages in development, marketing, sale, and distribution of energy drink beverages and concentrates in the United States and internationally. The company operates through four segments: Monster Energy Drinks, Strategic Brands, Alcohol Brands, and Other. It offers carbonated non-carbonated energy drinks, ready-to-drink iced teas, lemonades, juice cocktails, single-serve juices and fruit beverages, ready-to-drink dairy and coffee drinks, energy drinks, sports drinks and single-serve still waters, and sodas that are considered natural, sparkling juices, and flavored sparkling beverages. In addition, the company provides its products under the Monster Energy, Monster Energy Ultra, Rehab Monster, Monster Energy Nitro, Java Monster, Punch Monster, Juice Monster, Monster Tour Water, Reign Total Body Fuel, Reign Storm, Bang Energy, NOS, Full Throttle, Burn, Mother, Nalu, Ultra Energy, Play and Power Play, Relentless, BPM, BU, Samurai, Live+, Predator, and Fury brands. Further, it offers craft beers, flavored malt beverages,and hard seltzers under the Jai Alai IPA, Florida Man IPA, Dale's Pale Ale, Wild Basin Hard Seltzers, Dallas Blonde, Deep Ellum IPA, Perrin Brewing Company Black Ale, Hop Rising Double IPA, Wasatch Apricot Hefeweizen, The Beast, and Beast Tea, Blind Lemon, and Blinder Lemon brands. The company engages in the concentrates and/or beverage bases to authorized bottling, and canning operations. It sells its products to full-service beverage bottlers/distributors, retail grocery and specialty chains, wholesalers, club stores, mass merchandisers, convenience and gas chains, food service customers, value stores, e-commerce retailers, and the military. The company was formerly known as Hansen Natural Corporation and changed its name to Monster Beverage Corporation in January 2012. Monster Beverage Corporation was founded in 1985 and is headquartered in Corona, California.",5773,"[{'maxAge': 1, 'name': 'Mr. Hilton H. Schlosberg', 'age': 72, 'title': 'CEO & Vice Chairman', 'yearBorn': 1953, 'fiscalYear': 2025, 'totalPay': 5101819, 'exercisedValue': 31582202, 'unexercisedValue': 126425840}, {'maxAge': 1, 'name': 'Mr. Thomas J. Kelly CPA', 'age': 71, 'title': 'Chief Financial Officer', 'yearBorn': 1954, 'fiscalYear': 2025, 'totalPay': 1680780, 'exercisedValue': 513029, 'unexercisedValue': 5991}, {'maxAge': 1, 'name': 'Mr. Guy P. Carling', 'age': 48, 'title': 'Chief Executive Officer for EMEA & OSP', 'yearBorn': 1977, 'fiscalYear': 2025, 'totalPay': 2115876, 'exercisedValue': 1969270, 'unexercisedValue': 158716}, {'maxAge': 1, 'name': 'Ms. Emelie C. Tirre', 'age': 55, 'title': 'Chief Strategy Officer', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 2253792, 'exercisedValue': 2691952, 'unexercisedValue': 1783132}]",8,9,7,1,7,1775001600,1767139200,[],86400,2,74.16,73.94,72.2,74.1599,74.16,73.94,72.2,74.1599,0.0,0.509,37.427834,28.471718,1730632,1730632,6207603,4646300,4646300,69.71,76.59,1,1,71032233984,70771058812,54.73,87.38,87.38,0.006185,8.563937,78.7454,70.5545,0.0,0.0,USD,False,68098260992,0.22973,698769003,977906022,22161419,20315291,1770940800,1773360000,0.0227,0.28488,0.69371,3.42,0.032,978270735,8.439,8.6041,1767139200,1798675200,1767139200,0.659,1905432064,1.94,2.55025,2:1,1679961600,8.21,25.615,0.34811854,0.32693863,0.005208,658022400,EQUITY,72.61,100.0,64.0,86.37565,88.0,2.07692,buy,23,2765200896,2.827,2658503936,66007000,3.028,3.703,8294343168,0.8,8.499,0.17958,0.26815,4632195072,1514921344,2098177024,0.666,0.176,0.55848,0.32051998,0.31315002,USD,MNST,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,502986600000,[],1775579281,NMS,finmb_343729,America/New_York,EDT,-14400000,us_market,False,-2.0900795,72.61,-1.550003,72.2 - 74.1599,NasdaqGS,6207603,17.880001,0.3266947,54.73 - 87.38,-14.769997,-0.16903178,34.811855,1772139600,1778184000,1778184000,1772143200,1772143200,True,1.94,2.55025,2.26121,32.111126,-6.135399,-0.07791438,2.0555038,0.029133562,15,0,2.1 - Buy,False,REGULAR,Monster Beverage Corporation,Monster Beverage Corporation,Monster Beverage,2.0883
