period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.52663,0.51979,0.54,0.45,6,0.1703
+1q,0.57521,0.54,0.62,0.5,6,0.1504
0y,2.25246,2.13,2.31488,1.94,10,0.1611
+1y,2.56138,2.4,2.65765,2.25246,9,0.1371
