,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,1940648000.0,1622099000.0,1483029000.0,675546000.0
Repurchase Of Capital Stock,-103646000.0,-3771875000.0,-658952000.0,-771028000.0
Repayment Of Debt,-385344000.0,-383223000.0,-13914000.0,0.0
Issuance Of Debt,0.0,750000000.0,0.0,0.0
Issuance Of Capital Stock,164568000.0,78973000.0,130267000.0,64015000.0
Capital Expenditure,-157529000.0,-306434000.0,-234724000.0,-212153000.0
Interest Paid Supplemental Data,5337000.0,25270000.0,363000.0,431000.0
Income Tax Paid Supplemental Data,550118000.0,476200000.0,423200000.0,379998000.0
End Cash Position,2088117000.0,1533287000.0,2297675000.0,1307141000.0
Beginning Cash Position,1533287000.0,2297675000.0,1307141000.0,1326462000.0
Effect Of Exchange Rate Changes,97853000.0,-97619000.0,8775000.0,-38715000.0
Changes In Cash,456977000.0,-666769000.0,981759000.0,19394000.0
Financing Cash Flow,-324422000.0,-3329029000.0,-542599000.0,-706938000.0
Cash Flow From Continuing Financing Activities,-324422000.0,-3329029000.0,-542599000.0,-706938000.0
Net Other Financing Charges,,-2904000.0,,
Net Common Stock Issuance,60922000.0,-3692902000.0,-528685000.0,-707013000.0
Common Stock Payments,-103646000.0,-3771875000.0,-658952000.0,-771028000.0
Common Stock Issuance,164568000.0,78973000.0,130267000.0,64015000.0
Net Issuance Payments Of Debt,-385344000.0,366777000.0,-13914000.0,75000.0
Net Short Term Debt Issuance,-10344000.0,-8223000.0,-13914000.0,75000.0
Short Term Debt Payments,-10344000.0,-8223000.0,-13914000.0,
Net Long Term Debt Issuance,-375000000.0,375000000.0,0.0,0.0
Long Term Debt Payments,-375000000.0,-375000000.0,0.0,0.0
Long Term Debt Issuance,0.0,750000000.0,0.0,0.0
Investing Cash Flow,-1316778000.0,733727000.0,-193395000.0,-161367000.0
Cash Flow From Continuing Investing Activities,-1316778000.0,733727000.0,-193395000.0,-161367000.0
Net Other Investing Changes,-398000.0,1635000.0,-6825000.0,-26343000.0
Net Investment Purchase And Sale,-1163150000.0,1035794000.0,409019000.0,405288000.0
Sale Of Investment,105794000.0,1377915000.0,2029737000.0,2252355000.0
Purchase Of Investment,-1268944000.0,-342121000.0,-1620718000.0,-1847067000.0
Net Business Purchase And Sale,0.0,0.0,-363385000.0,-329472000.0
Purchase Of Business,0.0,0.0,-363385000.0,-329472000.0
Net Intangibles Purchase And Sale,-25254000.0,-42360000.0,-13296000.0,-23427000.0
Purchase Of Intangibles,-25254000.0,-42360000.0,-13296000.0,-23427000.0
Net PPE Purchase And Sale,-127976000.0,-261342000.0,-218908000.0,-187413000.0
Sale Of PPE,4299000.0,2732000.0,2520000.0,1313000.0
Purchase Of PPE,-132275000.0,-264074000.0,-221428000.0,-188726000.0
Operating Cash Flow,2098177000.0,1928533000.0,1717753000.0,887699000.0
Cash Flow From Continuing Operating Activities,2098177000.0,1928533000.0,1717753000.0,887699000.0
Change In Working Capital,-120212000.0,107640000.0,-59872000.0,-486809000.0
Change In Other Working Capital,75261000.0,-7624000.0,-16054000.0,30916000.0
Change In Other Current Liabilities,-4935000.0,13390000.0,22951000.0,-4540000.0
Change In Payables And Accrued Expense,205381000.0,-27735000.0,117539000.0,6215000.0
Change In Accrued Expense,99142000.0,24318000.0,3005000.0,-26690000.0
Change In Payable,106239000.0,-52053000.0,114534000.0,32905000.0
Change In Account Payable,78460000.0,-61491000.0,112786000.0,49765000.0
Change In Tax Payable,27779000.0,9438000.0,1748000.0,-16860000.0
Change In Income Tax Payable,27779000.0,9438000.0,1748000.0,-16860000.0
Change In Prepaid Assets,-60401000.0,12021000.0,-29048000.0,-42707000.0
Change In Inventory,-34918000.0,211503000.0,7898000.0,-347712000.0
Change In Receivables,-300600000.0,-93915000.0,-163158000.0,-128981000.0
Changes In Account Receivables,-300600000.0,-93915000.0,-163158000.0,-128981000.0
Other Non Cash Items,15398000.0,13521000.0,-36339000.0,7337000.0
Stock Based Compensation,125687000.0,90985000.0,68836000.0,64109000.0
Asset Impairment Charge,50440000.0,135282000.0,43036000.0,2200000.0
Deferred Tax,4210000.0,-11705000.0,2040000.0,48182000.0
Deferred Income Tax,4210000.0,-11705000.0,2040000.0,48182000.0
Depreciation Amortization Depletion,114441000.0,80434000.0,68898000.0,61241000.0
Depreciation And Amortization,114441000.0,80434000.0,68898000.0,61241000.0
Operating Gains Losses,2781000.0,3328000.0,166000.0,-185000.0
Gain Loss On Sale Of PPE,2781000.0,3328000.0,166000.0,-185000.0
Net Income From Continuing Operations,1905432000.0,1509048000.0,1630988000.0,1191624000.0
