period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.97405,1.95,4.66,2.87,26,0.0363
+1q,3.5293,1.54,5.9,2.32,25,0.5213
0y,12.83785,8.15,18.22988,10.16,28,0.2636
+1y,12.83472,9.4,16.5,12.83785,26,-0.0002
