,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.09819999,90376927,4088652329,0.0652
1,2025-12-31,Blackrock Inc.,0.0792,72943220,3299951395,-0.0214
2,2025-12-31,State Street Corporation,0.0464,42760937,1934504861,-0.0107
3,2025-12-31,Capital Research Global Investors,0.0295,27131594,1227433358,-0.0294
4,2025-12-31,"Comprehensive Financial Management, LLC",0.028499998,26219118,1186152942,-0.0332
5,2025-12-31,"Geode Capital Management, LLC",0.0233,21472335,971408471,-0.0135
6,2025-12-31,NORGES BANK,0.0177,16268558,735989591,0.312
7,2025-12-31,Bank of America Corporation,0.0166,15258464,690292936,0.2569
8,2025-12-31,Morgan Stanley,0.015700001,14466364,654458331,-0.0318
9,2025-12-31,Invesco Ltd.,0.013300001,12215792,552642450,0.097399995
