period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,8066137800,7796000000,8360600000,32,7791000000,0.0353
+1q,8500044640,8285000000,8730000000,32,8288000000,0.0256
0y,34162503440,33538153440,35494000000,42,33172000000,0.0299
+1y,35674654630,34353000000,37979000000,42,34162503440,0.044299997
