,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.0885,33907291,11246031661,0.004
1,2025-12-31,Blackrock Inc.,0.0717,27449327,9104118654,0.027
2,2025-12-31,Greenleaf Trust,0.0433,16564209,5493851421,-0.0047999998
3,2025-12-31,State Street Corporation,0.0398,15254407,5059429374,0.0208
4,2025-12-31,JPMORGAN CHASE & CO,0.0317,12145114,4028170123,-0.4914
5,2025-12-31,Price (T.Rowe) Associates Inc,0.026400002,10118064,3355858422,-0.08
6,2025-12-31,"Geode Capital Management, LLC",0.0197,7535572,2499323266,0.0094
7,2025-12-31,"Wellington Management Group, LLP",0.017,6493276,2153624938,0.22639999
8,2025-12-31,Alliancebernstein L.P.,0.0168,6444358,2137400304,0.0168
9,2025-12-31,Morgan Stanley,0.0163,6249585,2072799940,-0.0321
