period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4101770790,4055244310,4155700000,21,4009000000,0.0231
+1q,4344427220,4316000000,4432639310,21,4235000000,0.025799999
0y,17123292060,17052000000,17244931210,25,16591000000,0.0321
+1y,17984605770,17767000000,18300099270,25,17123292060,0.050300002
