,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.0619,19133356,4233542003,0.0014
1,2025-12-31,Blackrock Inc.,0.0556,17170074,3799136413,-0.0322
2,2025-12-31,State Street Corporation,0.031400003,9695747,2145329454,0.0175
3,2025-12-31,Capital World Investors,0.028399998,8765623,1939525567,0.2766
4,2025-12-31,Price (T.Rowe) Associates Inc,0.020299999,6268900,1387088154,-0.012
5,2025-12-31,Morgan Stanley,0.0173,5348501,1183436070,0.38639998
6,2025-12-31,"Wellington Management Group, LLP",0.0164,5070130,1121842311,0.1894
7,2025-12-31,"Geode Capital Management, LLC",0.0154,4772641,1056018407,-0.0146
8,2025-12-31,"FMR, LLC",0.0143,4428712,979918957,-0.3129
9,2025-12-31,Pictet Asset Management Holding SA,0.0124,3846220,851033865,-0.0458
