,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-3500000.0,-4800000.0,-6090000.0,-3948000.0
Tax Rate For Calcs,0.175,0.16,0.21,0.188
Normalized EBITDA,5116000000.0,4785000000.0,4327000000.0,3689000000.0
Total Unusual Items,-20000000.0,-30000000.0,-29000000.0,-21000000.0
Total Unusual Items Excluding Goodwill,-20000000.0,-30000000.0,-29000000.0,-21000000.0
Net Income From Continuing Operation Net Minority Interest,2139000000.0,2043000000.0,1731000000.0,1488000000.0
Reconciled Depreciation,1928000000.0,1784000000.0,1599000000.0,1441000000.0
Reconciled Cost Of Revenue,9516000000.0,9243000000.0,8845000000.0,8116000000.0
EBITDA,5096000000.0,4755000000.0,4298000000.0,3668000000.0
EBIT,3168000000.0,2971000000.0,2699000000.0,2227000000.0
Net Interest Income,-566000000.0,-530000000.0,-502000000.0,-392000000.0
Interest Expense,574000000.0,539000000.0,508000000.0,395000000.0
Interest Income,8000000.0,9000000.0,6000000.0,3000000.0
Normalized Income,2155500000.0,2068200000.0,1753910000.0,1505052000.0
Net Income From Continuing And Discontinued Operation,2139000000.0,2043000000.0,1731000000.0,1488000000.0
Total Expenses,13269000000.0,12808000000.0,12156000000.0,11098000000.0
Total Operating Income As Reported,3302000000.0,3196000000.0,2780000000.0,2392000000.0
Diluted Average Shares,312200000.0,314800000.0,316700000.0,317100000.0
Basic Average Shares,311900000.0,314400000.0,316200000.0,316500000.0
Diluted EPS,6.85,6.49,5.47,4.69
Basic EPS,6.86,6.5,5.47,4.7
Diluted NI Availto Com Stockholders,2139000000.0,2043000000.0,1731000000.0,1488000000.0
Net Income Common Stockholders,2139000000.0,2043000000.0,1731000000.0,1488000000.0
Net Income,2139000000.0,2043000000.0,1731000000.0,1488000000.0
Minority Interests,0.0,-1000000.0,0.0,0.0
Net Income Including Noncontrolling Interests,2139000000.0,2044000000.0,1731000000.0,1488000000.0
Net Income Continuous Operations,2139000000.0,2044000000.0,1731000000.0,1488000000.0
Tax Provision,455000000.0,388000000.0,460000000.0,344000000.0
Pretax Income,2594000000.0,2432000000.0,2191000000.0,1832000000.0
Other Income Expense,-162000000.0,-262000000.0,-116000000.0,-189000000.0
Other Non Operating Income Expenses,21000000.0,23000000.0,7000000.0,-2000000.0
Special Income Charges,-20000000.0,-30000000.0,-29000000.0,-21000000.0
Gain On Sale Of Business,0.0,1000000.0,4000000.0,6000000.0
Other Special Charges,,2000000.0,4700000.0,-1600000.0
Restructuring And Mergern Acquisition,20000000.0,29000000.0,33000000.0,27000000.0
Earnings From Equity Interest,-163000000.0,-255000000.0,-94000000.0,-166000000.0
Net Non Operating Interest Income Expense,-566000000.0,-530000000.0,-502000000.0,-392000000.0
Interest Expense Non Operating,574000000.0,539000000.0,508000000.0,395000000.0
Interest Income Non Operating,8000000.0,9000000.0,6000000.0,3000000.0
Operating Income,3322000000.0,3224000000.0,2809000000.0,2413000000.0
Operating Expense,3639000000.0,3458000000.0,3213000000.0,2893000000.0
Other Operating Expenses,115000000.0,107000000.0,103000000.0,87000000.0
Provision For Doubtful Accounts,40000000.0,27000000.0,53200000.0,41500000.0
Depreciation Amortization Depletion Income Statement,1814000000.0,1677000000.0,1501000000.0,1352000000.0
Depletion Income Statement,547000000.0,514000000.0,470900000.0,433700000.0
Depreciation And Amortization In Income Statement,1267000000.0,1163000000.0,1030500000.0,917900000.0
Amortization,199000000.0,160000000.0,133000000.0,106000000.0
Amortization Of Intangibles Income Statement,199000000.0,160000000.0,133000000.0,106000000.0
Depreciation Income Statement,1068000000.0,1003000000.0,897500000.0,811900000.0
Selling General And Administration,1670000000.0,1647000000.0,1609000000.0,1454000000.0
General And Administrative Expense,1670000000.0,1647000000.0,1522000000.0,1335800000.0
Other Gand A,543000000.0,518000000.0,471600000.0,397900000.0
Salaries And Wages,1127000000.0,1129000000.0,1050400000.0,937900000.0
Gross Profit,6961000000.0,6682000000.0,6022000000.0,5306000000.0
Cost Of Revenue,9630000000.0,9350000000.0,8943000000.0,8205000000.0
Total Revenue,16591000000.0,16032000000.0,14965000000.0,13511000000.0
Operating Revenue,15767000000.0,15244000000.0,14323000000.0,12826000000.0
