,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.020399999,6317232,1397782334,-0.0101
1,2025-12-31,GROWTH FUND OF AMERICA,0.0176,5426816,1200764438,0.0
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0164,5074077,1122715644,0.0136
3,2025-11-30,VANGUARD WELLINGTON FUND,0.0126,3889586,860629243,0.2846
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0084,2589320,572925888,-0.0094
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0083,2560742,566602577,0.0017
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0077,2370444,524496290,-0.0184
7,2025-09-30,-Price (T.Rowe) U.S. Value Equity Trust,0.0069,2119378,468944171,0.5117
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.006,1851784,409734985,0.016
9,2026-02-28,Fidelity Magellan Fund,0.0058999998,1813269,401212964,-0.0432
