period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,7318360710,6614799390,8502898100,11,7677000000,-0.0467
+1q,8180479270,6869167000,10322513900,11,7658000000,0.0682
0y,31034139100,27577126000,36210110390,14,30153000000,0.0292
+1y,30780012720,25873153730,34533100000,14,31034139100,-0.0082
